title,area,Diện tích đất:,Hướng cửa chính:,Giấy tờ pháp lý:,Đặc điểm nhà/đất:,Loại hình đất:,Chiều ngang:,Chiều dài:,Số phòng ngủ:,Số phòng vệ sinh:,Loại hình nhà ở:,Tình trạng nội thất:,Diện tích sử dụng:,Tình trạng bất động sản:,Diện tích:,Loại hình căn hộ:,Tổng số tầng:,Tầng số:,Hướng ban công:,Đặc điểm căn hộ:,Loại hình văn phòng:,street,ward,district,city,Phân khu/Lô/Block/Tháp,has_floor_number,Price (trieu VND)
"Quá Hiếm,Nhỉnh 1 Tỷ, Nhà Ở Nguyễn Trãi, Thanh Xuân",23.0,23.0,Đông,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,4.0,7.0,2.0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,23.0,Đã bàn giao,111.0,Chung cư,2.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường nguyễn trãi,phường thượng đình,quận thanh xuân,hà nội,D1,1,1860.0
"MBKD-3PN/3WC,87.6M² Thổ,Cạnh Sân Banh 185,Giá 4.8T",86.7,23.0,Đông,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,4.0,7.0,2.0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,23.0,Đã bàn giao,86.7,Chung cư,2.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường 185,phường phước long b,quận 9,tp hồ chí minh,D1,1,4800.0
Kẹt tiền cần bán gấp đất vườn bưởi chỉ 360tr/sào,2399.0,2399.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất công nghiệp,21.0,114.0,2.0,2.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,23.0,Đã bàn giao,86.7,Chung cư,2.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,quốc lộ 20,xã la ngà,huyện định quán,đồng nai,D1,1,360.0
"Bán Căn hộ 15 Phòng Nơ Trang Long, hẻm 6m, 5x19m",90.0,90.0,Nam,Giấy tờ khác,Hẻm xe hơi,Đất công nghiệp,5.0,19.0,10.0,6.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,350.0,Đã bàn giao,90.0,"Tập thể, cư xá",2.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường nơ trang long,phường 12,quận bình thạnh,tp hồ chí minh,D1,1,12500.0
"Đất Hoà Liên 4,5 giá tốt",120.0,120.0,Đông Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,24.0,10.0,6.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,350.0,Đã bàn giao,90.0,"Tập thể, cư xá",2.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường nguyễn tất thành,phường hòa hiệp nam,quận liên chiểu,đà nẵng,D1,1,1350.0
"Cần bán nhà hẻm 6m huỳnh văn bánh, p14 Q Phú Nhuận",60.0,60.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,15.0,6.0,6.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,350.0,Đã bàn giao,90.0,"Tập thể, cư xá",3.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường huỳnh văn bánh,phường 14,quận phú nhuận,tp hồ chí minh,D1,1,10500.0
bán 1800m2 đất Long Phước đường hiện hữu rộng 6m,1800.0,1800.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,20.0,92.0,6.0,6.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,350.0,Đã bàn giao,90.0,"Tập thể, cư xá",3.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường bàu cạn,xã long phước,huyện long thành,đồng nai,D1,1,2800.0
"Nhà 146/8 Lê Văn Quới dt 240m2 giá 4t9, 5pn 6wc",240.0,240.0,Đông Bắc,Đã có sổ,Nở hậu,Đất nông nghiệp,4.0,20.0,5.0,6.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,240.0,Đã bàn giao,90.0,"Tập thể, cư xá",4.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường lê văn quới,phường bình trị đông a,quận bình tân,tp hồ chí minh,D1,1,4900.0
Đất Huyện Hóc Môn 110m² SHR,110.0,110.0,Đông Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,23.0,5.0,6.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,240.0,Đã bàn giao,90.0,"Tập thể, cư xá",4.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường tân hiệp 8,xã tân hiệp,huyện hóc môn,tp hồ chí minh,D1,1,550.0
Nha 1trệt 1lâu 42m2 duong nguyen van bay gan kcn,21.0,21.0,Đông Bắc,Giấy tờ khác,Mặt tiền,Đất thổ cư,3.5,6.0,2.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,42.0,Đã bàn giao,90.0,"Tập thể, cư xá",4.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường nguyễn văn tạo,xã hiệp phước,huyện nhà bè,tp hồ chí minh,D1,1,520.0
Nhà 3 tầng 3 mê - 2 mặt kiệt oto HỒ XUÂN HƯƠNG,60.0,60.0,Tây Bắc,Đã có sổ,Nở hậu,Đất thổ cư,3.5,6.0,3.0,3.0,"Nhà ngõ, hẻm",Nội thất cao cấp,42.0,Đã bàn giao,90.0,"Tập thể, cư xá",4.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường hồ xuân hương,phường mỹ an,quận ngũ hành sơn,đà nẵng,D1,1,4900.0
"Nhà:4c12m,duc1Lầu,2P ngủ, KDC, Thạnh Xuân35.Q.12",49.0,49.0,Tây Nam,Đã có sổ,Nở hậu,Đất công nghiệp,4.05,12.0,2.0,2.0,Nhà phố liền kề,Hoàn thiện cơ bản,90.0,Đã bàn giao,90.0,"Tập thể, cư xá",2.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,thạnh xuan 35,phường thạnh xuân,quận 12,tp hồ chí minh,D1,1,2950.0
Bán đất đường Phùng Há,110.0,110.0,Tây,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,22.0,2.0,2.0,Nhà phố liền kề,Hoàn thiện cơ bản,90.0,Đã bàn giao,90.0,"Tập thể, cư xá",2.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường tỉnh lộ 864,xã trung an,thành phố mỹ tho,tiền giang,D1,1,2.6
"5x47=241m² MT nhựa 6m ấp 3, Thạnh Đức, Bến Lức .",241.0,241.0,Đông Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,47.0,2.0,2.0,Nhà phố liền kề,Hoàn thiện cơ bản,90.0,Đã bàn giao,90.0,"Tập thể, cư xá",2.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường quốc lộ 1,xã thạnh đức,huyện bến lức,long an,D1,1,1350.0
"Ông chú kẹt tiền bán lô đất vườn xoài, 260tr/sào",6345.0,6345.0,Đông,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,72.0,88.0,2.0,2.0,Nhà phố liền kề,Hoàn thiện cơ bản,90.0,Đã bàn giao,90.0,"Tập thể, cư xá",2.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường 101,xã túc trưng,huyện định quán,đồng nai,D1,1,260.0
"Mặt Tiền Thống Nhất, Kẹt Nợ Bán Gấp Chỉ 2,9 Tỷ",30.0,30.0,Đông,Đã có sổ,Nở hậu,Đất nông nghiệp,3.0,12.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,40.0,Đã bàn giao,90.0,"Tập thể, cư xá",2.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường thống nhất,phường 10,quận gò vấp,tp hồ chí minh,D1,1,2900.0
CẬP NHẬT GIỎ HÀNG 9 CĂN MOONLIGHT CẦN BÁN,67.0,30.0,Đông,Đã có sổ,Nở hậu,Đất nông nghiệp,3.0,12.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,40.0,Đã bàn giao,67.0,Chung cư,2.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,số 102,phường bình thọ,quận thủ đức,tp hồ chí minh,D1,1,2700.0
BÁN chung cư thuận kiều lầu 3 đt 42m vây dc bank,42.0,42.0,Đông Nam,Đã có sổ,Nở hậu,Đất nông nghiệp,3.0,12.0,2.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,40.0,Đã bàn giao,67.0,Chung cư,2.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,ql 1k,phường tân đông hiệp,thị xã dĩ an,bình dương,D1,1,695.0
Bán nhà mặt đường Nguyễn Văn Cừ gần phố đi bộ,202.0,202.0,Đông Nam,Đã có sổ,Nở hậu,Đất nông nghiệp,7.61,25.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,40.0,Đã bàn giao,67.0,Chung cư,2.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường nguyễn văn cừ,phường trường thi,thành phố vinh,nghệ an,D1,1,26000.0
"CẦN RA GẤP LÔ ĐẤT 100m2 667TR TỈNH LỘ 10, SHR",100.0,100.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất nền dự án,5.0,20.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,40.0,Đã bàn giao,67.0,Chung cư,2.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,bùi văn ngọ,xã đức hòa đông,huyện đức hòa,long an,D1,1,667.0
Nhà 5 tấm hxh 1trục quang trung kế BV Hồng Đức F10,60.0,60.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất nền dự án,4.0,16.0,4.0,4.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,256.0,Đã bàn giao,67.0,Chung cư,2.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,quang trung,phường 10,quận gò vấp,tp hồ chí minh,D1,1,6600.0
"💥Nhà 1 mê lửng,TC ,4,7*19,6m,Đường A6,giá tốt,nhi",92.0,92.0,Bắc,Đã có sổ,Nở hậu,Đất nền dự án,4.0,15.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,120.0,Đã bàn giao,81.0,Chung cư,2.0,2.0,Bắc,Căn góc,Mặt bằng kinh doanh,a6,xã cư êbur,thành phố buôn ma thuột,đắk lắk,D1,1,1670.0
Nhà 56m2 Đức Giang Long Biên ngõ xe tải lô góc,,56.0,Đông Nam,Đã có sổ,Nở hậu,Đất nền dự án,4.0,16.0,4.0,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,56.0,Đã bàn giao,81.0,Chung cư,2.0,2.0,Bắc,Căn góc,Mặt bằng kinh doanh,đức giang,phường đức giang,quận long biên,hà nội,D1,1,4200.0
Nhà MT Q1 thuận tiện kinh doanh 22 tỷ,69.0,69.0,Đông Nam,Đã có sổ,Nở hậu,Đất nền dự án,4.0,17.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,56.0,Đã bàn giao,81.0,Chung cư,2.0,2.0,Bắc,Căn góc,Mặt bằng kinh doanh,đường nguyễn thái học,phường cầu ông lãnh,quận 1,tp hồ chí minh,D1,1,22000.0
bán nhanh nhà đinh đức thiện,56.0,56.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất nền dự án,4.0,10.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,150.0,Đã bàn giao,81.0,Chung cư,2.0,2.0,Bắc,Căn góc,Mặt bằng kinh doanh,đinh đức thiện,xã long thượng,huyện cần giuộc,long an,Không thuộc project/block,1,650.0
"Bán nhà dân 1,5 tầng ngõ Bùi Thị Từ Nhiên",58.0,58.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất nền dự án,4.0,10.0,1.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,150.0,Đã bàn giao,81.0,Chung cư,1.0,2.0,Bắc,Căn góc,Mặt bằng kinh doanh,đường bùi thị tự nhiên,phường đông hải 1,quận hải an,hải phòng,Không thuộc project/block,1,750.0
Đất bến cát 5x30 sổ sẵn giá 620tr có ngân hàng hỗ,150.0,150.0,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,5.0,30.0,1.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,150.0,Đã bàn giao,81.0,Chung cư,1.0,2.0,Bắc,Căn góc,Mặt bằng kinh doanh,đường quốc lộ 13,phường thới hòa,thị xã bến cát,bình dương,Không thuộc project/block,1,620.0
Chính chủ cần bán gấp căn nhà ở Dương Thị Mười 3PN,35.0,35.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,3.3,10.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,110.0,Đã bàn giao,81.0,Chung cư,2.0,2.0,Bắc,Căn góc,Mặt bằng kinh doanh,đường dương thị mười,phường tân thới hiệp,quận 12,tp hồ chí minh,Không thuộc project/block,1,1600.0
HÀ ĐÔNG-SIÊU RẺ-MẶT PHỐOTO VÀO NHÀ45M2*5TẦNG3.7TỶ,45.0,45.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,3.5,10.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,110.0,Đã bàn giao,81.0,Chung cư,2.0,2.0,Bắc,Căn góc,Mặt bằng kinh doanh,la khe,phường la khê,quận hà đông,hà nội,Không thuộc project/block,1,3750.0
"100m2 Sau ĐH Nội Vụ, Chỉ cần 600tr làm nhà ở ngay",100.0,100.0,Tây,Đã có sổ,Mặt tiền,Đất nền dự án,5.0,20.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,110.0,Đã bàn giao,81.0,Chung cư,2.0,2.0,Bắc,Căn góc,Mặt bằng kinh doanh,nguyễn đình thi,phường hoà hải,quận ngũ hành sơn,đà nẵng,Không thuộc project/block,1,1350.0
Bán gấp căn nhà bình chánh gần chợ Bình Chánh,60.0,60.0,Tây,Đã có sổ,Nở hậu,Đất nền dự án,4.0,15.0,4.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,60.0,Đã bàn giao,81.0,Chung cư,1.0,2.0,Bắc,Căn góc,Mặt bằng kinh doanh,dt835b,xã long hòa,huyện cần đước,long an,Không thuộc project/block,1,900.0
Bán Nhà Phố xây thô Căn Góc 2 Mặt Tiền TP Pleiku,240.0,240.0,Tây,Đã có sổ,Nở hậu,Đất nền dự án,4.0,15.0,10.0,6.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,60.0,Đã bàn giao,81.0,Chung cư,1.0,2.0,Bắc,Căn góc,Mặt bằng kinh doanh,đường tăng bạt hổ,phường yên đỗ,thành phố pleiku,gia lai,Không thuộc project/block,1,40000.0
Chung cư 37m² 1PN rẻ nhất Biên Hòa giá 650tr,37.0,240.0,Tây Nam,Giấy tờ khác,Nở hậu,Đất nền dự án,4.0,15.0,1.0,1.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,60.0,Đã bàn giao,37.0,Chung cư,1.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đồng khởi,phường tam hòa,thành phố biên hòa,đồng nai,Không thuộc project/block,1,650.0
Đất 87m2 thổ cư xây liền trục chính hẻm 68 Tầm Vu,87.0,87.0,Đông,Đã có sổ,Nở hậu,Đất thổ cư,5.0,18.0,1.0,1.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,60.0,Đã bàn giao,37.0,Chung cư,1.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường tầm vu,phường hưng lợi,quận ninh kiều,cần thơ,Không thuộc project/block,1,1550.0
Kẹt tiền bán gấp 2 lô 68m2 -- 79m2 SHR giá 540tr,68.0,68.0,Tây Nam,Đã có sổ,Nở hậu,Đất thổ cư,4.0,17.0,1.0,1.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,60.0,Đã bàn giao,37.0,Chung cư,1.0,2.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường vĩnh lộc,xã vĩnh lộc b,huyện bình chánh,tp hồ chí minh,Không thuộc project/block,1,540.0
Orchard Garden 1PN 36m2 chỉ 1.9 tỉ Novaland PN đẹp,36.0,68.0,Tây Nam,Đang chờ sổ,Nở hậu,Đất thổ cư,4.0,17.0,1.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,60.0,Đã bàn giao,36.0,Officetel,1.0,6.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,128 đường hồng hà,phường 9,quận phú nhuận,tp hồ chí minh,Không thuộc project/block,1,1900.0
"Bán nhà đẹp trệt 3 lầu KDC An Phú Hưng,p.Tân phong",72.0,72.0,Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,17.0,4.0,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,60.0,Đã bàn giao,36.0,Officetel,4.0,6.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường 43,phường tân phong,quận 7,tp hồ chí minh,Không thuộc project/block,1,10500.0
"Nhà mặt tiền Quốc Lộ 1A , phường 5 , Tp.Tân An .",262.6,262.6,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,50.0,5.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,500.0,Đã bàn giao,36.0,Officetel,4.0,6.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường quốc lộ 1a,phường 5,thành phố tân an,long an,Không thuộc project/block,1,8500.0
chính chủ bán nhà đường Trương Phước Phan 44m2 1 /,48.0,48.0,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,4.0,12.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,96.0,Đã bàn giao,36.0,Officetel,1.0,6.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường trương phước phan,phường bình trị đông,quận bình tân,tp hồ chí minh,Không thuộc project/block,1,1150.0
Lô đất Phù Đổng – Sát Phạm Hùng – Hoà Xuân,115.0,115.0,Tây Bắc,Đã có sổ,Mặt tiền,Đất nền dự án,5.0,21.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,96.0,Đã bàn giao,42.0,Chung cư,1.0,6.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường phù đổng,phường hòa xuân,quận cẩm lệ,đà nẵng,Không thuộc project/block,1,2170.0
"ĐẤT VÀNG BÀ HUYỆN THANH QUAN, 17OM2",170.0,170.0,Tây Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,21.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,96.0,Đã bàn giao,42.0,Chung cư,1.0,6.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường ngô thì sĩ,phường mỹ an,quận ngũ hành sơn,đà nẵng,Không thuộc project/block,1,8500.0
"Nhà 3 Lầu st, dt 3,5x16m đúc kiên cố",56.0,56.0,Tây Bắc,Đã có sổ,Nở hậu,Đất thổ cư,4.0,16.0,5.0,5.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,205.0,Đã bàn giao,42.0,Chung cư,1.0,6.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường hồng bàng,phường 15,quận 5,tp hồ chí minh,Không thuộc project/block,1,6800.0
"Nhà Phố Xốm 4T xây mới , 20m ra đường Ô tô",33.0,33.0,Tây Nam,Đã có sổ,Nở hậu,Đất thổ cư,4.0,16.0,3.0,3.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,205.0,Đã bàn giao,42.0,Chung cư,4.0,6.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,phú lương,phường la khê,quận hà đông,hà nội,Không thuộc project/block,1,1700.0
"1,95 tỷ mua chung cư hay nhà 2tầng 64m2 sàn sổ đỏ",32.0,32.0,Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,3.2,10.0,2.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,32.0,Đã bàn giao,42.0,Chung cư,2.0,6.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường liên xã,xã di trạch,huyện hoài đức,hà nội,Không thuộc project/block,1,1950.0
Bán Nền Trần Minh Sơn An Khánh NK TP Cần Thơ,90.0,90.0,Nam,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,18.0,2.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,32.0,Đã bàn giao,42.0,Chung cư,2.0,6.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,trần minh sơn,phường an khánh,quận ninh kiều,cần thơ,Không thuộc project/block,1,4500.0
Bán đất nền P10 - Tp Mỹ Tho - Tiền Giang,45.0,45.0,Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,45.0,95.0,2.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,32.0,Đã bàn giao,42.0,Chung cư,2.0,6.0,Đông Bắc,Căn góc,Mặt bằng kinh doanh,đường đài,phường 10,thành phố mỹ tho,tiền giang,KHU PHỐ 2 - P10 - TP MỸ THO,1,0.63
"Bán nhà Bình Chánh, ngay chợ Hưng Long, giá rẻ,SHR",80.0,80.0,Đông,Đã có sổ,Nở hậu,Đất thổ cư,5.0,16.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,136.0,Chưa bàn giao,18000.0,Officetel,2.0,6.0,Nam,Căn góc,Mặt bằng kinh doanh,đường hương lộ 11,xã hưng long,huyện bình chánh,tp hồ chí minh,KHU PHỐ 2 - P10 - TP MỸ THO,1,599.0
Nhà 1 lầu 1 trệt phú hòa 50m2,,152.0,Đông,Đã có sổ,Nở hậu,Đất thổ cư,5.0,16.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,50.0,Chưa bàn giao,18000.0,Officetel,2.0,6.0,Nam,Căn góc,Mặt bằng kinh doanh,nguyễn thị minh khai,phường phú hòa,thành phố thủ dầu một,bình dương,KHU PHỐ 2 - P10 - TP MỸ THO,1,3200.0
Bán Nhà quận 7|đường Phạm Hữu Lầu|Khu tái định cư,90.0,90.0,Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,18.0,5.0,5.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,360.0,Chưa bàn giao,18000.0,Officetel,4.0,6.0,Nam,Căn góc,Mặt bằng kinh doanh,đường phạm hữu lầu,phường phú mỹ,quận 7,tp hồ chí minh,KHU PHỐ 2 - P10 - TP MỸ THO,1,8500.0
Đất Mặt Tiền Chợ Lai Uyên QL13 100m2 Gía Chính Chủ,100.0,100.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,20.0,2.0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,48.0,Chưa bàn giao,18000.0,Officetel,4.0,6.0,Nam,Căn góc,Mặt bằng kinh doanh,ql13,thị trấn lai uyên,huyện bàu bàng,bình dương,KHU PHỐ 2 - P10 - TP MỸ THO,1,680.0
Bán đất Sát Dự Án Cầu Rào 3 tại Trung Nghĩa Đồ Sơn,130.0,130.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,20.0,2.0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,48.0,Chưa bàn giao,18000.0,Officetel,4.0,6.0,Nam,Căn góc,Mặt bằng kinh doanh,tung nghĩa,phường ngọc xuyên,quận đồ sơn,hải phòng,KHU PHỐ 2 - P10 - TP MỸ THO,1,9.0
Bán Đất Mặt Tiền Đường Giá Rẻ Thích Hợp Đầu Tư,7000.0,7000.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,5.0,20.0,2.0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,48.0,Chưa bàn giao,18000.0,Officetel,4.0,6.0,Nam,Căn góc,Mặt bằng kinh doanh,sđt: 0345606067,xã quảng trị,huyện đạ tẻh,lâm đồng,KHU PHỐ 2 - P10 - TP MỸ THO,1,1200.0
Đất gần khu công nghiệp phú thuận,586.0,586.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,8.0,72.0,2.0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,48.0,Chưa bàn giao,18000.0,Officetel,4.0,6.0,Nam,Căn góc,Mặt bằng kinh doanh,khu cong nghiệp,xã long hòa,huyện bình đại,bến tre,KHU PHỐ 2 - P10 - TP MỸ THO,1,460.0
Gần cầu Lớn 650tr (100%) thiện chí bớt Lộc đầu năm,40.0,40.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,1.0,2.0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,48.0,Chưa bàn giao,18000.0,Officetel,4.0,6.0,Nam,Căn góc,Mặt bằng kinh doanh,đường nguyễn văn bứa,xã xuân thới sơn,huyện hóc môn,tp hồ chí minh,KHU PHỐ 2 - P10 - TP MỸ THO,1,650.0
Dì tôi cần bán gấp căn nhà gần chợ Bình Chánh,60.0,60.0,Đông Bắc,Đã có sổ,Nở hậu,Đất thổ cư,4.0,15.0,4.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,60.0,Chưa bàn giao,18000.0,Officetel,1.0,6.0,Nam,Căn góc,Mặt bằng kinh doanh,đường đt 835b,xã long phụng,huyện cần giuộc,long an,KHU PHỐ 2 - P10 - TP MỸ THO,1,900.0
"Bán đất 85m2 Lê Cơ gần BX Miền Tây,sổ hồng,2.72 tỷ",85.0,85.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,15.0,4.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,60.0,Chưa bàn giao,18000.0,Officetel,1.0,6.0,Nam,Căn góc,Mặt bằng kinh doanh,lê cơ,phường an lạc,quận bình tân,tp hồ chí minh,KHU PHỐ 2 - P10 - TP MỸ THO,1,2720.0
Nhà mê lững đúc kiệt 3m Lê độ đẹp lung linh 2290,,40.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,10.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Chưa bàn giao,18000.0,Officetel,1.0,6.0,Nam,Căn góc,Mặt bằng kinh doanh,đường lê độ,phường chính gián,quận thanh khê,đà nẵng,KHU PHỐ 2 - P10 - TP MỸ THO,1,2290.0
"Bán lô đất 1 set đường Võ Văn Hát, Long Trường, Q9",65.0,65.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.2,15.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Chưa bàn giao,18000.0,Officetel,1.0,6.0,Nam,Căn góc,Mặt bằng kinh doanh,đường võ văn hát,phường long trường,quận 9,tp hồ chí minh,KHU PHỐ 2 - P10 - TP MỸ THO,1,3250.0
"Cần bán nhà 2 tầng, 61m2 hẻm xe hơi Quận 5",61.0,61.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,13.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Chưa bàn giao,18000.0,Officetel,2.0,6.0,Nam,Căn góc,Mặt bằng kinh doanh,đường trần bình trọng,phường 4,quận 5,tp hồ chí minh,KHU PHỐ 2 - P10 - TP MỸ THO,1,11000.0
