title,price,area,location,description,Diện tích đất:,Giá/m2:,Hướng cửa chính:,Giấy tờ pháp lý:,Đặc điểm nhà/đất:,Loại hình đất:,Chiều ngang:,Chiều dài:,Số phòng ngủ:,Số phòng vệ sinh:,Loại hình nhà ở:,Tình trạng nội thất:,Diện tích sử dụng:,Tình trạng bất động sản:,Diện tích:,Loại hình căn hộ:,Tổng số tầng:,Tên phân khu/Lô/Block/Tháp:,Mã căn / Mã căn hộ:,Tầng số:,Hướng ban công:,Mã lô:,Đặc điểm căn hộ:,Loại hình văn phòng:,location_clean,street,ward,district,city,ten_phan_khu_final,planA_log
Đất Huyện Gia Lâm 45m² ô tô vào chỉ nhỉnh 1 tỷ.,1099000000,45.0,"Đường Quốc Lộ 17, Xã Đặng Xá, Huyện Gia Lâm, Hà Nội","Cần bán nhanh lô đất tại Viên Ngoại- Đặng Xá với các thông số sau :
- Diện tích 45m2 , mặt tiền 3.7 , đường ô tô vào.
- Vị trí đẹp, giao thông tin thuận lợi. Gần ngay ủy ban xã Đặng Xá , trường học các cấp, chợ..
- Dân cư văn minh, đông đúc, hàng xóm thân thiện.
- Pháp lí chuẩn, không quy hoạch, tranh chấp.
- Gía chỉ 1.099 tỷ có ra lộc.",45.0,24420000,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,9.0,12.0,2.0,1.0,"Nhà ngõ, hẻm",Nội thất cao cấp,66.0,Đã bàn giao,79.0,Chung cư,4.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường quốc lộ 17, xã đặng xá, huyện gia lâm, hà nội",đường quốc lộ 17,xã đặng xá,huyện gia lâm,hà nội,D10,inconsistent_area
"Bán 100m2 đất phân lô Đống Chuối, Hùng Vương 1,73",1730000000,100.0,"Đường Trương Văn Lực, Phường Hùng Vương, Quận Hồng Bàng, Hải Phòng","- Lô đất vuông vắn, nằm trong khu phân lô cao cấp của phường Hùng Vương, quận Hồng Bàng, với cơ sở hạ tầng đồng bộ, điện nước ngầm, đường trải nhựa rộng 7m, vỉa hè 3m, hệ thống chiếu chiếu sáng lắp đặt đầy đủ, có thể xây nhà ngay sau khi sở hữu đất
- Nằm cách UBND phường Hùng Vương, chợ dân sinh 208, hệ thống trường học các cấp khoảng 200m, thuận tiện cho cuộc sống gia đình, phù hợp định cư lâu dài, hoặc mua để dành vì trong tương lai gẫn, có rất nhiều dự án sẽ triển khai xung quanh khu vực
- Diện tích 100m2
- Mặt tiền 5m
- Hướng Tây Bắc
- Sổ đỏ chính chủ
Anh chị quan tâm liên hệ: Nguyễn Duy Thư – BĐS Hồng Bàng – Cty Bán nhà Hải Phòng
- Giá 1,73 tỷ",100.0,17300000,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất nền dự án,5.0,20.0,2.0,1.0,"Nhà ngõ, hẻm",Nội thất cao cấp,66.0,Đã bàn giao,79.0,Chung cư,4.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường trương văn lực, phường hùng vương, quận hồng bàng, hải phòng",đường trương văn lực,phường hùng vương,quận hồng bàng,hải phòng,D10,
Bán Đất 1.200m2 giá 1ty8 Sổ Riêng.,1800000000,1200.0,"Nguyễn Thị Rành, Xã Nhuận Đức, Huyện Củ Chi, Tp Hồ Chí Minh","Cần Tiền bán gấp lô đất mặt tiền đường nhựa 12m. Trục đường Nguyễn Thị Rành , Xã Nhuận Đức , Củ Chi. Diện Tích : 20 x 60 Sổ Hồng Riêng. Đã làm hàng rào , khu dân cư đông đúc an ninh tốt. . Gần trường học , UBND , trạm y tế... chợ. thích hợp mua làm nhà vườn nghĩ dưỡng hoặc đầu tư sinh lời. Cảm ơn đã xem tin.",1200.0,1500000,Tây Bắc,Đã có sổ,Nở hậu,Đất thổ cư,20.0,60.0,2.0,1.0,"Nhà ngõ, hẻm",Nội thất cao cấp,66.0,Đã bàn giao,79.0,Chung cư,4.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"nguyễn thị rành, xã nhuận đức, huyện củ chi, tp hồ chí minh",nguyễn thị rành,xã nhuận đức,huyện củ chi,tp hồ chí minh,D10,
"Cần sang nhượng trọ 8P Lê Văn Việt, gần KCN Cao Q9",1730000000,,"Đường Lê Văn Việt, Phường Tăng Nhơn Phú A, Quận 9, Tp Hồ Chí Minh","Cần tiền kinh doanh bán ngay, trọ đường Lê Văn Việt, Gần Bệnh Viện Quận 9, Cách KCN Cao 500m
Diện tích 140m2 – 8 phòng
Điện âm nước máy khinh doanh, đồng hồ chính chủ nằm trên đường 5m thuận lợi di chuyển qua nhiều khu vực
Dân cư tập trung đông đúc, chợ hiện hữu
Có camera an ninh lắp đặt sẵn
Thu nhập mỗi tháng trên 20 triệu
Gọi trực tiếp Tuấn Anh trao đổi, không tiếp cò lái",140.0,12360000,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,20.0,60.0,8.0,6.0,"Nhà ngõ, hẻm",Nội thất cao cấp,66.0,Đã bàn giao,79.0,Chung cư,4.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường lê văn việt, phường tăng nhơn phú a, quận 9, tp hồ chí minh",đường lê văn việt,phường tăng nhơn phú a,quận 9,tp hồ chí minh,D10,parse_fail_area; inconsistent_area
Bán NHà DT48m2x4 tầng Phố Nghĩa Tân Cầu GIây,7500000000,48.0,"20, Nghĩa Tân, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","Cần Bán Nhà Riêng Taaij Phố Nghĩa Tân, Cầu Giấy HN, sổ đỏ chính chủ,
- DT 48m2x4 tầng thiết kể tầng 1, 1p khách và bếp, tầng 2-3 mỗi tầng 2p ngủ, tầng 4 phòng thờ và sân phơi,
- ô tô đỗ cửa mặt tiền 4m , ngõ 8m, gần chợ trường học cấp 1 cấp 2 nghĩa tân,
-Giá 7,5 tỷ,,",48.0,156250000,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,20.0,60.0,5.0,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,66.0,Đã bàn giao,79.0,Chung cư,4.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"20, nghĩa tân, phường nghĩa tân, quận cầu giấy, hà nội",nghĩa tân,phường nghĩa tân,quận cầu giấy,hà nội,D10,inconsistent_area
Căn hộ 2N2+1 70m2 Vinhomes Smart City đẹp 2 tỷ,2000000000,70.0,"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","Cần bán căn hộ 2N2+1 Vinhomes Smart City nội thất chủ đầu tư, giá tốt nhất 2 tỷ",48.0,28570000,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,20.0,60.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,66.0,Đã bàn giao,70.0,Chung cư,4.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường đại lộ thăng long, phường tây mỗ, quận nam từ liêm, hà nội",đường đại lộ thăng long,phường tây mỗ,quận nam từ liêm,hà nội,D10,inconsistent_area
Biệt thự nhà vườn,8500000000,7400.0,"Hương Lộ 15, Phường Tân Phong, Thành phố Biên Hòa, Đồng Nai","👉 Bán biệt thự nhà vườn
👉 Diện tích 7400m đường lớn Ô tô ra vào
👉 Xây dựng thiết kế cực đẹp
👉 Thích hợp cho Quý khách dưỡng già
👉 Gia đình nghĩ dưỡng cuối tuần
👉 Hình ảnh chụp thực tế tại khu nhà vườn
 - Quý khách quan tâm vui lòng LH chính chủ
 - Miễn tiếp Qc báo khác",7400.0,1150000,Tây Bắc,Đã có sổ,Nở hậu,Đất thổ cư,10.0,20.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,200.0,Đã bàn giao,70.0,Chung cư,4.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"hương lộ 15, phường tân phong, thành phố biên hòa, đồng nai",hương lộ 15,phường tân phong,thành phố biên hòa,đồng nai,D10,inconsistent_area
"528 triệu/206m2 3MT nằm sát TP, liền kề KCN 493ha",528000000,206.0,"Đường Đặng Văn Bi, Phường Bình Thọ, Quận Thủ Đức, Tp Hồ Chí Minh","🥰🥰🥰 MỘT SIÊU PHẨM CUỐI NĂM🥰🥰🥰

558 TRIỆU / 200M2 3M TIỀN KDC , LIỀN KỀ KCN - KDL SINH THÁI

👉 Thổ Cư👈👉 Sổ Hồng Riêng👈👉 Đường Nhựa Nhà Nước👈
👉 Ngang 5, Ngang 6, Ngang 9.
👉 Tổng Diện Tích 150m2, 200m2, 250m2.
👉 Thổ Cư 100m2.
👉 Đường Nhựa Nhà Nước Láng O
👉 Giá Đầu Tư Chỉ 279
👉 Ngân Hàng Hỗ Trợ 50% => 60%.
👉 ĐẶT BIỆT: Nằm Ngay TTHC, KCN, KDL Sinh Thái, KDC Đô Thị 100ha.
👉 Tiện Ích Đầy Đủ, Dân Cư Đông Đúc.
☎️ Mọi Thông Tin Xin liên hệ em Đức( NV KD - trực tiếp chủ đầu tư)",206.0,2560000,Tây Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,6.0,35.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,200.0,Đã bàn giao,70.0,Chung cư,4.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường đặng văn bi, phường bình thọ, quận thủ đức, tp hồ chí minh",đường đặng văn bi,phường bình thọ,quận thủ đức,tp hồ chí minh,D10,
Bán lô đất thổ cư 200m2 - Mặt tiền đường 16m - SHR,6600000000,200.0,"Đường Trần Văn Giàu, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","Cần bán Gấp lô đất nằm trên trục đường Trần Văn Giàu đối diện Bệnh Viện Chợ Rẫy 2
- Tổng diện tích: 10m x 20m = 200m2
- Thổ cư 100% - Đường trước nhà 16m.
- Liền kề siêu thị Coopmart, trường học, chợ, công viên cây xanh,...
- Cách BX MIỀN TÂY 3km, AEON BÌNH TÂN 2km,..
- Vị trí đẹp rất phù hợp để xây nhà vườn.
GIÁ 6,6 tỷ (thương lượng cho khách thiện chí!)
Liên hệ xem đất gặp Tài",200.0,33000000,Tây Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,10.0,20.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,200.0,Đã bàn giao,70.0,Chung cư,4.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường trần văn giàu, phường bình trị đông b, quận bình tân, tp hồ chí minh",đường trần văn giàu,phường bình trị đông b,quận bình tân,tp hồ chí minh,D10,
Chung cư mini cao cấp 40m2 Hóc Môn siêu tiết kiệm,175000000,40.0,"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","Bạn có thu nhập thấp không đủ mua nhà, không sao đã có chung cư, chung cao cấp 40m2 có giá 175tr cho người có thu nhập thấp muốn có nhà để ở , giấy tờ pháp lí đầy đủ, sổ riêng vĩnh viễn
Khu dân cư đông đúc, view hồ sen siêu đẹp, nằm gần chợ, trường học, khu công nghiệp lớn của thành phố.
An ninh siêu tốt, có hầm để xe và cả thang máy, còn được tặng cả nội thất nha.
Liên hệ ngay cho Long để mua liền nào.",200.0,4380000,Tây Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,10.0,20.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,200.0,Đã bàn giao,40.0,Chung cư,4.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường nguyễn văn bứa, xã xuân thới sơn, huyện hóc môn, tp hồ chí minh",đường nguyễn văn bứa,xã xuân thới sơn,huyện hóc môn,tp hồ chí minh,D10,
Biệt thự Vinhomes Grand Park 200m2 tt 20% nhận nhà,4000000000,200.0,"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","CHÍNH SÁCH BÁN HÀNG CỰC ĐỈNH CỦA NHÀ PHỐ MANHATTAN GLORY
Vốn tự có 20%
Bank giải ngân 80%. Tháng 5/2021 nhận nhà
Cđt hỗ trợ lãi suất 0% và ân hạn gốc tiếp 2 năm sau khi nhận nhà
-
1 Bài Toán nhỏ cho căn biệt thự 200m2
Giá trị 20 tỷ 
Khách chuẩn bị trước 20%=4tỷ ký hợp đồng mua bán
Bank giải ngân 80%=18 tỷ
Nhận nhà 5/2021 và thêm 2 năm sau nữa khách hàng ko phải trả lãi và gốc. Và khi đó giá trị căn nhà đã tăng phi mã mặc dù khách hàng mới chi ra 4tỷ

Chỉ còn lại số lượng căn hạn chế được áp dụng chính sách Siêu Phẩm này

 Liên hệ Phú Hoà để biết thêm chi tiết và chọn căn đẹp",200.0,20000000,Tây Bắc,Giấy tờ khác,Mặt tiền,Đất thổ cư,10.0,20.0,4.0,5.0,Nhà biệt thự,Bàn giao thô,288.0,Đã bàn giao,40.0,Chung cư,3.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường nguyễn xiển, phường long thạnh mỹ, quận 9, tp hồ chí minh",đường nguyễn xiển,phường long thạnh mỹ,quận 9,tp hồ chí minh,D10,
"Lô đất 60m2 , đường 22 linh đông, sổ hồng riêng",3800000000,60.0,"Đường Số 22, Phường Linh Đông, Quận Thủ Đức, Tp Hồ Chí Minh","tôi cần bán lô đất đường 22 linh đông
diện tích : 60m2
đường trước nhà 4m, sổ hồng riêng
nằm ngay vị trí dân cư đông đúc, gần nhiều tiện ích : siêu thị, trường học, chợ
liên hệ nhanh
cảm ơn chợ tốt đã duyệt tin",60.0,63330000,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,15.0,4.0,5.0,Nhà biệt thự,Bàn giao thô,288.0,Đã bàn giao,40.0,Chung cư,3.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường số 22, phường linh đông, quận thủ đức, tp hồ chí minh",đường số 22,phường linh đông,quận thủ đức,tp hồ chí minh,D10,
Ba Mẹ em cần bán vội căn nhà nhỏ đang ở Hóc Môn,395000000,56.0,"8A, Đường Xuân Thới Sơn 12A, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","Gia đình em cần bán lại căn nhà đang ở Hóc Môn, số nhà cũ 8A- đường Xuân Thới Sơn 12A, nhánh hẻm nhựa của đường Nguyễn Văn Bứa, huyện Hóc Môn. Nhà xây hoàn thành vào năm đầu năm 2019, gia đình em ở kỹ nên nhà vẫn còn rất mới. Hôm nay em cũng cho dọn hết đồ nhà hiện trống trãi, sạch sẽ, với lại cổng nhà em cũng sơn lại rồi nên mọi người cứ dọn vào đón Tết thôi ko cần sửa sang gì hết. Nhà ngang 4 mét dài 14 mét. Tổng diện tích đất 56m2. Tầng lửng đúc thật, siêu chắc chắn. Sân trước để xe sâu 2.4m. Phòng khách 3.8m. Phòng ngủ trên dưới mỗi tầng 1 phòng. Nhà sổ chính chủ đứng tên Ba em. Giá cả thì mọi người lên xem nhà rồi bàn lại ạ. Em cảm ơn.",56.0,7050000,Tây Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,14.0,2.0,2.0,"Nhà ngõ, hẻm",Bàn giao thô,87.2,Đã bàn giao,40.0,Chung cư,1.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"8a, đường xuân thới sơn 12a, xã xuân thới sơn, huyện hóc môn, tp hồ chí minh",đường xuân thới sơn 12a,xã xuân thới sơn,huyện hóc môn,tp hồ chí minh,D10,
BIỆT THỰ TÂN TẠO 220M2 ĐỐI DIỆN CAFE KOI ĐƯỜNG SÔ7,7290000000,,"Đường N1, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","CẦN THANH LÝ ĐẤT BIỆT THỰ KDC TÂN TẠO 
DT :10X22M = 220M2
MT ĐƯỜNG 20M VIEW CÔNG VIÊN 2AH
GIÁ CHỈ 33 TRIỆU/M2 ( THƯƠNG LƯỢNG) Bao hồ sơ sang tên công chứng thuế
( Mua có ngân hàng thẩm định giá cho vay lên tới 70% trong vòng 25 năm )
(Ngoài ra còn có 1 số nền nhà phố 60m2-140m2 giá thanh lý)
LH: THÀNH NAM - XEM SỔ ĐẤT THỰC TẾ",220.0,33140000,Tây Bắc,Đã có sổ,Nở hậu,Đất thổ cư,10.0,22.0,2.0,2.0,"Nhà ngõ, hẻm",Bàn giao thô,87.2,Đã bàn giao,40.0,Chung cư,1.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường n1, phường tân tạo, quận bình tân, tp hồ chí minh",đường n1,phường tân tạo,quận bình tân,tp hồ chí minh,D10,parse_fail_area
"đất thồ cư sổ riêng 400 tr bán gấp , bán lổ ,!!",400000000,90.0,"Đường Quốc lộ 1A, Xã Hưng Lộc, Huyện Thống Nhất, Đồng Nai","tôi có lô đất thổ cư tại xã hưng lộc , huyện thống nhất tỉnh đồng nai . cần bán gấp.
lí do đang rất cần tiền xoay sở công việc trong gia đình gấp.
đất nằm trong khu dân cư hiện hữu ,,,, lô bàn cờ . sát chợ sát trường học các cấp
cách quốc lộ 1 A 200 mét .
đất có diện tích là 90 mét vuông. full thổ cư , ngang 5 dài 19...
đường nhựa cây xanh vĩa hè 8 met....
đất nằm ngay chợ hưng lộc ....cách thị trấn dầu giây...tầm 1,5km
cách khu công nghiệp hưng lộc chỉ 3 km , mất 5 p đi xe máy..
nằm giữa những khu công nghiệp lớn. như khu công nghiệp bàu xéo . khu công nghiệp hưng lộc.
cụm khu công nghiệp hưng thịnh.
giá bán 400tr hổ trợ ngân hàng.
mọi chi tiết xin vui lòng liên hệ! găp ut chính chù.",90.0,4440000,Tây Bắc,Đã có sổ,Nở hậu,Đất thổ cư,45.0,19.0,2.0,2.0,"Nhà ngõ, hẻm",Bàn giao thô,87.2,Đã bàn giao,40.0,Chung cư,1.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường quốc lộ 1a, xã hưng lộc, huyện thống nhất, đồng nai",đường quốc lộ 1a,xã hưng lộc,huyện thống nhất,đồng nai,D10,inconsistent_area
"Bán nhà gần Phố Lụa, Vạn Phúc 32m2/4T/4PN giá rẻ",2402000000,32.0,"Đường Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","Nhà xây 4 tầng, 4 phòng ngủ, mặt tiền đẹp.
- Diện tích sổ đỏ: 32m2, mặt tiền 4m.
- Tầng 1: Bếp và phòng khách, để xe.
- Tầng 2,3: mỗi tầng 2 phòng ngủ và một WC.
- Tầng 4 phòng thờ và sân phơi.
- Cách đường ô tô tránh 20m, rất gần phố lụa và phố ẩm thực là nơi thiên đường ăn uống của Quận Hà Đông. Giao thông vô cùng thuận tiện. Gần nhiều nhà văn hóa nên an ninh rất tốt, dân trí cao, hàng xóm thân thiện. Nhiều sân chơi cho trẻ em, gần nhiều trường mầm non, tiểu học, THCS rất tiện đưa đón các cháu đi học và vui chơi. Gần hồ nên không khí thoáng và sạch, rất tốt cho sức khỏe. Rất gần BigC Hà Đông, gần nhiều trường đại học như: Đại học kiến trúc, Học viện an ninh, Học viện bưu chính viễn thông, gần bệnh viện đa khoa Hà Đông.
Giá: 2,402 tỷ.
Có hỗ trợ vay Ngân hàng cho khách có nhu cầu.
Liên hệ: Lê Trung Kiên (Zalo, Facebook) miễn trung gian, báo mạng.",32.0,75060000,Tây Bắc,Đã có sổ,Nở hậu,Đất thổ cư,45.0,19.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,31.0,Đã bàn giao,40.0,Chung cư,4.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường phố lụa, phường vạn phúc, quận hà đông, hà nội",đường phố lụa,phường vạn phúc,quận hà đông,hà nội,D10,inconsistent_area
Chỉ 1ty7 có nhà ở phạm như xương đón tết xuân sang,1700000000,101.0,"Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng","💝💝💝Mua nhà đón tết xuân sang với nhà đẹp giá rẻ hơn 1ty nằm ngay trung tâm quận liên chiểu💝
💥💥💥💥Thông tin như sau👇👇👇👇
❤Nhà cấp 4 với DT khủng 101m² ngang 5m dài 20m
🧡Hướng nhà tây bắc 🧡
👉Kiệt oto đưa vào tận sân trong nhà
👉Kiệt phạm như xương chỉ 2 phút là ra đến chợ phạm như xương.💥💥💥
💜Gần trường đại học sư phạm đà nẵng💚
💖💖💖Giá bán công khai 1tt7
💕💕💕Lh xem nhà Tony Mười💕💕💕",101.0,16830000,Tây Bắc,Đã có sổ,Nở hậu,Đất thổ cư,5.0,20.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,101.0,Đã bàn giao,40.0,Chung cư,4.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"phạm như xương, phường hòa khánh nam, quận liên chiểu, đà nẵng",phạm như xương,phường hòa khánh nam,quận liên chiểu,đà nẵng,D10,
Nhà đẹp Vũ Trọng Phụng. DT 50m2 x 5T. Giá 6 tỷ,6000000000,50.0,"Đường Vũ Trọng Phụng, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội","Đổi biệt thự cần bán nhà ngõ phố Vũ Trọng Phụng quận Thanh xuân.
+ Nhà siêu đẹp, nội thất xịn đến từng chi tiết.
+ Diện tích 50 m2 , xây 5 tầng còn mới đẹp lung linh
 - Tầng 1 phòng khách, bếp
 - Tầng 2, 3, 4 mỗi tầng 2 ngủ
 - Tầng 5 phòng thờ, sân phơi
+ Vị trí cực đẹp, vài bước chân ra phố, ngay cạnh khu Hapulico, ngập tràn tiện ích.
+ Gần ngay chợ Nhân Chính, gần Nguyễn Huy tưởng, Quan Nhân, Nhân hòa... Giao thông tiện lợi
+ Sổ đỏ vuông đét, chính chủ. giá 6 tỷ
Liên hệ chị Minh",50.0,120000000,Tây Bắc,Đã có sổ,Nở hậu,Đất thổ cư,5.0,20.0,6.0,4.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,101.0,Đã bàn giao,40.0,Chung cư,4.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường vũ trọng phụng, phường nhân chính, quận thanh xuân, hà nội",đường vũ trọng phụng,phường nhân chính,quận thanh xuân,hà nội,D10,inconsistent_area
"Bán nhà MT đg 75, Tân Quy Đông, p.Tân Phong, Q.7",9300000000,,"Đường 75, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","Dự án: KDC Tân Quy Đông.
 Thông tin chi tiết: Cần bán nhà mặt tiền đường 75, KDC Tân Quy Đông, phường Tân Phong, quận 7.
DT: 4 x 15m, +1 trệt 2 lầu. Sổ hồng. 
3 phòng ngủ, 3 toilet.
MT đường 16m. Cách đường Nguyễn Thị Thập 100m.
Cách Lotte quận 7: 2 phút đi xe
Tiện ở hoặc làm văn phòng công ty.
Giá: 9 tỷ 3
Liên hệ: 03.888.666.08 (Huyền). 0908.8949.68 (Thuận)",60.0,155000000,Đông Bắc,Đã có sổ,Nở hậu,Đất thổ cư,4.0,15.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,60.0,Đã bàn giao,40.0,Chung cư,4.0,d10,123456,2.0,Đông Bắc,17,Căn góc,Mặt bằng kinh doanh,"đường 75, phường tân phong, quận 7, tp hồ chí minh",đường 75,phường tân phong,quận 7,tp hồ chí minh,D10,parse_fail_area
